post_id,author_public_id,linkedin_url,likes,comments,shares,total_engagement,comment_ratio,share_ratio,word_count,char_count,hashtag_count,emoji_count,has_media,is_job_post,hour_of_day,day_of_week,engagement_percentile,engagement_zscore,engagement_rate,follower_count,author_location_text,author_timezone,audience_adjusted_percentile,audience_adjusted_zscore,hook_type,tone,topic,has_explicit_cta,writing_style,engagement_anomaly_flag,anomaly_reasons
7477656494038102016,,https://www.linkedin.com/posts/once-interactive_brands-using-ai-content-strategies-in-2025-activity-7477656494038102016-9fp_,0,1,0,1,,,159,1054,5,0,False,False,9,Tuesday,32.0,-0.6091,,,,,,,,,,,,False,[]
7478191626234966016,keith-carpenter-jr,https://www.linkedin.com/posts/keith-carpenter-jr_aimarketing-marketingstrategy-digitalmarketing-activity-7478191626234966016-cfoi,0,0,0,0,,,139,898,3,0,True,False,21,Wednesday,12.33,-1.1381,,,,,,,,,,,,False,[]
7477591371680346113,,https://www.linkedin.com/posts/digitallytop_aiseo-futureofseo-digitalmarketing-activity-7477591371680346113-z0Vm,2,0,0,2,0.0,0.0,209,1402,16,0,False,False,5,Tuesday,44.83,-0.2996,,,,,,,,,,,,False,[]
7478817338784407553,bretthouse,https://www.linkedin.com/posts/bretthouse_signalandnoise-ai-marketing-activity-7478817338784407553-6VVm,2,1,2,5,0.5,1.0,125,812,5,0,False,False,14,Friday,62.17,0.2294,,,,,,,,,,,,False,[]
7477817765123428352,,https://www.linkedin.com/posts/hoffmannmurtaugh_aiinmarketing-marketingleadership-activity-7477817765123428352-qETF,0,0,0,0,,,71,401,2,0,False,False,20,Tuesday,12.33,-1.1381,,,,,,,,,,,,False,[]
7477804405178740736,oluwafunsho-temitope-olowo-9b88a3122,https://www.linkedin.com/posts/oluwafunsho-temitope-olowo-9b88a3122_artificialintelligence-careergrowth-businessgrowth-activity-7477804405178740736-cg4G,2,0,0,2,0.0,0.0,157,986,5,1,True,False,19,Tuesday,44.83,-0.2996,,,,,,,,,,,,False,[]
7478013022138085378,sydney-bla-jones,https://www.linkedin.com/posts/sydney-bla-jones_smallbusiness-ai-personalizedmarketing-activity-7478013022138085378-HZ_p,1,0,0,1,0.0,0.0,155,1112,5,1,True,False,9,Wednesday,32.0,-0.6091,,,,,,,,,,,,False,[]
7478448652055797760,,https://www.linkedin.com/posts/intuitive-websites_thoughtleadership-contentmarketing-digitalmarketing-activity-7478448652055797760-bM3g,1,1,0,2,1.0,0.0,105,713,4,0,True,False,14,Thursday,44.83,-0.2996,,,,,,,,,,,,False,[]
7477407038600511488,,https://www.linkedin.com/posts/a-second-opinion_httpswwwmckinseycomcapabilitiesgrowth-marketing-and-sales-activity-7477407038600511488-Usz6,1,0,0,1,0.0,0.0,10,95,0,0,False,False,17,Monday,32.0,-0.6091,,,,,,,,,,,,False,[]
7478774314171793408,davidarato,https://www.linkedin.com/posts/davidarato_legalmarketing-agencylife-contentstrategy-activity-7478774314171793408-3hVK,10,3,1,14,0.3,0.1,181,1066,5,0,False,False,11,Friday,82.33,0.9287,,,,,,,,,,,,False,[]
7478855168705339392,darrylmontague,https://www.linkedin.com/posts/darrylmontague_aimarketresearch-businessintelligence-dataanalysis-activity-7478855168705339392-OUeW,1,0,0,1,0.0,0.0,92,689,5,0,False,False,17,Friday,32.0,-0.6091,,,,,,,,,,,,False,[]
7478432714791206912,mitali-s-23b87387,https://www.linkedin.com/posts/mitali-s-23b87387_marketing-ai-creativity-activity-7478432714791206912-_LCB,3,0,0,3,0.0,0.0,160,883,4,0,True,False,13,Thursday,53.5,-0.08,,,,,,,,,,,,False,[]
7477604999947063296,,https://www.linkedin.com/posts/content-nation-my_contentnation-digitalmarketingagency-marketing-activity-7477604999947063296-vMCD,2,0,0,2,0.0,0.0,56,364,5,0,False,False,6,Tuesday,44.83,-0.2996,,,,,,,,,,,,False,[]
7478809806665932801,lpiencykoski,https://www.linkedin.com/posts/lpiencykoski_one-of-the-biggest-misconceptions-about-ai-activity-7478809806665932801-izdL,0,0,0,0,,,123,813,0,0,True,False,14,Friday,12.33,-1.1381,,,,,,,,,,,,False,[]
7477983086115237889,,https://www.linkedin.com/posts/zomra-education_%D9%84%D9%88-%D9%83%D9%86%D8%AA-%D8%B9%D8%A7%D9%8A%D8%B2-%D8%AA%D9%81%D9%87%D9%85-%D9%85%D8%B3%D8%AA%D9%82%D8%A8%D9%84-marketing-growth-activity-7477983086115237889-QNM8,3,0,0,3,0.0,0.0,188,1195,0,0,True,False,7,Wednesday,53.5,-0.08,,,,,,,,,,,,False,[]
7477971847179997184,kellycuesta,https://www.linkedin.com/posts/kellycuesta_artificialintelligence-b2bmarketing-marketingleadership-activity-7477971847179997184-HZ_M,2,1,0,3,0.5,0.0,258,1772,6,0,True,False,6,Wednesday,53.5,-0.08,,,,,,,,,,,,False,[]
7477679590883274752,mohitsharma-digitalmarketing,https://www.linkedin.com/posts/mohitsharma-digitalmarketing_digitalmarketing-ai-growthmarketing-activity-7477679590883274752-0PHv,9,0,0,9,0.0,0.0,100,725,8,0,False,False,11,Tuesday,75.17,0.6193,,,,,,,,,,,,False,[]
7477698247344566272,jackpascoe,https://www.linkedin.com/posts/jackpascoe_why-ai-alonewontsolve-marketing-challenges-activity-7477698247344566272-BTRs,1,0,0,1,0.0,0.0,50,278,0,0,False,False,12,Tuesday,32.0,-0.6091,,,,,,,,,,,,False,[]
7478468615126618112,bofinneman,https://www.linkedin.com/posts/bofinneman_cmo-marketing-mckinseyatcannes2026-activity-7478468615126618112-XHvv,9,0,0,9,0.0,0.0,64,487,5,0,True,False,15,Thursday,75.17,0.6193,,,,,,,,,,,,False,[]
7477990949164412928,,https://www.linkedin.com/posts/book-every-call_artificialintelligence-claudeai-marketresearch-activity-7477990949164412928-aYsP,1,0,0,1,0.0,0.0,112,886,20,6,True,False,7,Wednesday,32.0,-0.6091,,,,,,,,,,,,False,[]
7478784571371786240,helena-vilches,https://www.linkedin.com/posts/helena-vilches_hiring-fintech-operations-activity-7478784571371786240-j3p3,40,2,6,48,0.05,0.15,75,465,6,5,False,True,12,Friday,94.83,1.8322,,,,,,,,,,,,False,[]
7478740371892563968,,https://www.linkedin.com/posts/fintechnewsph_fintechph-philippinefintech-digitalfinance-activity-7478740371892563968-uvkf,2,10,0,12,5.0,0.0,140,983,14,2,False,False,9,Friday,80.33,0.8195,,,,,,,,,,,,False,[]
7478756415806009344,theodoralau,https://www.linkedin.com/posts/theodoralau_ai-fintech-financialservices-activity-7478756415806009344-sSgr,38,10,2,50,0.263,0.053,137,816,5,1,False,False,10,Friday,95.17,1.8628,,,,,,,,,,,,False,[]
7478767753508605952,vertexxnetwork,https://www.linkedin.com/posts/vertexxnetwork_now-hiring-cto-co-founder-activity-7478767753508605952-rD_R,8,6,0,14,0.75,0.0,223,1531,0,18,False,False,11,Friday,82.33,0.9287,,,,,,,,,,,,False,[]
7478699404460310528,,https://www.linkedin.com/posts/apptunix-europe_compliance-has-become-one-of-the-biggest-activity-7478699404460310528-bSjY,5,0,0,5,0.0,0.0,72,495,0,0,False,False,6,Friday,62.17,0.2294,,,,,,,,,,,,False,[]
7478766993043726336,,https://www.linkedin.com/posts/payomatixinstitute_payomatixpaymentsinstitute-ppi-fintechcareers-activity-7478766993043726336-IHVO,14,2,6,22,0.143,0.429,113,838,7,3,False,False,11,Friday,88.83,1.255,,,,,,,,,,,,False,[]
7478734794810617856,,https://www.linkedin.com/posts/payment-gateway-software_paymentorchestration-openfinance-fintechinnovation-activity-7478734794810617856-5Yab,0,0,0,0,,,101,834,7,5,False,False,9,Friday,12.33,-1.1381,,,,,,,,,,,,False,[]
7478692044329086976,rohit-gupta-44a7a730b,https://www.linkedin.com/posts/rohit-gupta-44a7a730b_latinamericafintechmarket-fintech-digitalbanking-activity-7478692044329086976-iBNm,1,0,0,1,0.0,0.0,156,1291,15,0,False,False,6,Friday,32.0,-0.6091,,,,,,,,,,,,False,[]
7478405903784939521,,https://www.linkedin.com/posts/elcoin_fintech-neobank-digitalbanking-activity-7478405903784939521-7f0S,7,1,1,9,0.143,0.143,150,1108,10,4,False,False,11,Thursday,75.17,0.6193,,,,,,,,,,,,False,[]
7478785423494791168,giovanni-andreoni-63ab51173,https://www.linkedin.com/posts/giovanni-andreoni-63ab51173_here-we-go-i-officially-join-solidgate-activity-7478785423494791168-jcYv,65,29,0,94,0.446,0.0,118,707,0,2,True,False,12,Friday,97.5,2.3375,,,,,,,,,,,,False,[]
7478802237939576833,,https://www.linkedin.com/posts/digipay-ewallet_fintechstartupinkenya-fintechkenya-digitalfintechsoftware-activity-7478802237939576833-5DNh,0,0,0,0,,,172,1317,15,4,False,False,13,Friday,12.33,-1.1381,,,,,,,,,,,,False,[]
7478741494607220736,nick-lee-97b2557,https://www.linkedin.com/posts/nick-lee-97b2557_were-hiring-in-the-uae-are-you-activity-7478741494607220736-Se41,83,4,2,89,0.048,0.024,143,958,0,2,False,True,9,Friday,97.17,2.2963,,,,,,,,,,,,False,[]
7478296403379834881,swahapatra,https://www.linkedin.com/posts/swahapatra_agenticai-fintech-indiafintech-activity-7478296403379834881-D6yM,16,3,0,19,0.188,0.0,63,422,10,1,False,False,4,Thursday,86.17,1.1483,,,,,,,,,,,,False,[]
7477960118299672576,prince-kumar-aa5729387,https://www.linkedin.com/posts/prince-kumar-aa5729387_fintech-fintechdevelopment-mobileappdevelopment-activity-7477960118299672576-CR16,8,1,0,9,0.125,0.0,127,956,12,7,False,False,5,Wednesday,75.17,0.6193,,,,,,,,,,,,False,[]
7478778157664243712,damilola-akinrinmade199913,https://www.linkedin.com/posts/damilola-akinrinmade199913_fintech-fintechlaw-startup-activity-7478778157664243712-Df-9,2,0,0,2,0.0,0.0,42,320,7,0,False,False,11,Friday,44.83,-0.2996,,,,,,,,,,,,False,[]
7478783176455168000,william-h-d256,https://www.linkedin.com/posts/william-h-d256_islamic-fintech-is-reshaping-digital-finance-activity-7478783176455168000-bYSg,1,0,0,1,0.0,0.0,68,531,0,0,False,False,12,Friday,32.0,-0.6091,,,,,,,,,,,,False,[]
7478014545731588098,topealabi,https://www.linkedin.com/posts/topealabi_a-surprising-amount-of-working-at-a-fintech-activity-7478014545731588098-oGO4,31,3,0,34,0.097,0.0,84,520,0,0,False,False,9,Wednesday,91.67,1.5754,,,,,,,,,,,,False,[]
7478809858033524736,,https://www.linkedin.com/posts/fathom4sight_fintech-fintechnews-canada-activity-7478809858033524736-7WzC,1,1,0,2,1.0,0.0,312,2238,11,10,False,False,14,Friday,44.83,-0.2996,,,,,,,,,,,,False,[]
7478715246442979328,,https://www.linkedin.com/posts/itexus-fintech-software_this-weeks-fintech-deals-reveal-where-fintech-activity-7478715246442979328-OaoN,6,0,0,6,0.0,0.0,127,888,0,1,False,False,7,Friday,66.5,0.3471,,,,,,,,,,,,False,[]
7478684333936078848,wojsol,https://www.linkedin.com/posts/wojsol_we-are-looking-for-a-rare-type-of-engineer-activity-7478684333936078848-Wvqf,48,11,1,60,0.229,0.021,133,879,0,0,False,False,5,Friday,95.5,1.9994,,,,,,,,,,,,False,[]
7483458652121743360,julia-morrison-16294770,https://www.linkedin.com/posts/julia-morrison-16294770_ai-digitalmarketing-activity-7483458652121743360-PrVv,1,0,1,2,0.0,1.0,34,215,2,2,False,False,9,Thursday,44.83,-0.2996,0.0052,384,,,65.25,0.3906,,,,,,False,[]
7483121029339553792,oyvindihle,https://www.linkedin.com/posts/oyvindihle_can-ai-restore-marketings-purpose-preparing-activity-7483121029339553792-eST7,13,9,0,22,0.692,0.0,170,1146,0,0,False,False,11,Wednesday,88.83,1.255,0.0052,4207,,,56.78,0.2056,,,,,,False,[]
7483490653499179009,revciancio,https://www.linkedin.com/posts/revciancio_me-using-ai-i-nailed-this-also-me-activity-7483490653499179009-2Cwy,5,0,1,6,0.0,0.2,71,421,0,1,False,False,12,Thursday,66.5,0.3471,0.0004,13690,,,16.1,-1.0304,,,,,,False,[]
7482885410273079298,laurie-keith,https://www.linkedin.com/posts/laurie-keith_knock-knock-aeogeo-aka-your-new-front-activity-7482885410273079298-23vA,3,0,0,3,0.0,0.0,117,718,3,2,False,False,19,Tuesday,53.5,-0.08,0.0007,4367,,,21.19,-0.7264,,,,,,False,[]
7483288182919368706,unlockd-systems,https://www.linkedin.com/posts/unlockd-systems_aimarketing-activity-7483288182919368706-Dt7E,0,0,0,0,,,25,163,1,1,False,False,22,Wednesday,12.33,-1.1381,0.0,2,,,99.15,2.35,,,,,,False,[]
7483441550061105152,lopamudramoulik,https://www.linkedin.com/posts/activity-7483441550061105152-YH-K,4,0,0,4,0.0,0.0,135,966,8,3,False,False,8,Thursday,58.0,0.0903,0.0015,2586,,,34.75,-0.3367,,,,,,False,[]
7482320536681824256,webdesignexcellence,https://www.linkedin.com/posts/webdesignexcellence_ai-digitalmarketing-marketingstrategy-activity-7482320536681824256-1X-_,19,8,0,27,0.421,0.0,142,949,6,7,False,False,6,Monday,90.5,1.4051,0.0005,55523,,,14.41,-1.0376,,,,,,False,[]
7483496705401741312,vikashkakran,https://www.linkedin.com/posts/vikashkakran_ai-roi-aimarketing-activity-7483496705401741312-ZX9H,0,0,0,0,,,112,771,12,0,False,False,12,Thursday,12.33,-1.1381,0.0,24820,,,0.85,-2.3559,,,,,,False,[]
7483509039881039873,deshawnmcleod,https://www.linkedin.com/posts/deshawnmcleod_day-20-on-ais-disruption-in-marketing-ai-activity-7483509039881039873-yCJy,0,0,0,0,,,20,129,0,0,False,False,13,Thursday,12.33,-1.1381,0.0,17,,,89.83,1.4153,,,,,,False,[]
7482372485922000897,,https://www.linkedin.com/posts/myprofessionaldevelopment_digitalmarketing-artificialintelligence-aeo-activity-7482372485922000897-BGw8,1,0,0,1,0.0,0.0,70,539,9,2,False,False,9,Monday,32.0,-0.6091,,,,,,,,,,,,False,[]
7482787813193650176,deshawnmcleod,https://www.linkedin.com/posts/deshawnmcleod_day-18-on-ais-disruption-in-marketing-ai-driven-activity-7482787813193650176-CmB2,0,0,0,0,,,21,144,0,0,False,False,13,Tuesday,12.33,-1.1381,0.0,17,,,89.83,1.4153,,,,,,False,[]
7482192213138067456,alexnapierholland,https://www.linkedin.com/posts/alexnapierholland_heres-the-most-important-ai-marketing-principle-activity-7482192213138067456-lzVz,3,1,0,4,0.333,0.0,138,904,0,0,False,False,22,Sunday,58.0,0.0903,0.0012,3308,,,31.36,-0.4651,,,,,,False,[]
7483469985651236867,josh-kelly-402963144,https://www.linkedin.com/posts/josh-kelly-402963144_im-working-on-one-of-the-most-exciting-marketing-activity-7483469985651236867-zqcR,3,0,0,3,0.0,0.0,176,1119,0,0,False,False,10,Thursday,53.5,-0.08,0.0001,30426,,,5.93,-1.7389,,,,,,False,[]
7482395935667466240,,https://www.linkedin.com/posts/atm-media-at-the-moment-media_at-a-65-billion-product-innovation-company-activity-7482395935667466240-BDMG,102,2,5,109,0.02,0.049,66,376,0,0,False,False,11,Monday,98.17,2.4494,,,,,,,,,,,,False,[]
7482442483377971200,deshawnmcleod,https://www.linkedin.com/posts/deshawnmcleod_day-17-on-ais-disruption-in-marketing-ai-driven-activity-7482442483377971200-Qh_5,1,0,0,1,0.0,0.0,20,136,0,0,False,False,14,Monday,32.0,-0.6091,0.0588,17,,,96.61,1.7769,,,,,,False,[]
7482858982605422592,sayantani-deb-b013a424b,https://www.linkedin.com/feed/update/urn:li:activity:7482858982605422592,0,0,0,0,,,45,412,8,0,False,False,18,Tuesday,12.33,-1.1381,0.0,191,,,51.69,0.1804,,,,,,False,[]
7483514625414701056,darrellstern,https://www.linkedin.com/posts/activity-7483514625414701056-kMTT,0,0,0,0,,,206,1425,10,0,False,False,13,Thursday,12.33,-1.1381,0.0,18838,,,2.54,-2.212,,,,,,False,[]
7483507198040506369,thomasheff,https://www.linkedin.com/posts/thomasheff_ai-for-b2b-marketing-practical-strategies-activity-7483507198040506369-pEyZ,6,0,0,6,0.0,0.0,135,805,0,1,False,False,13,Thursday,66.5,0.3471,0.0022,2789,,,44.92,-0.2006,,,,,,False,[]
7483500492506017794,alexandrajuliaanderson,https://www.linkedin.com/posts/alexandrajuliaanderson_marketing-leaders-are-you-using-ai-strategically-activity-7483500492506017794-MhCS,1,0,0,1,0.0,0.0,56,382,0,6,True,False,12,Thursday,32.0,-0.6091,0.0001,12751,,,7.63,-1.6469,,,,,,False,[]
7483217939966545921,,https://www.linkedin.com/posts/taboola_will-ai-replace-marketers-tom-inbal-our-activity-7483217939966545921-i9Ha,37,1,2,40,0.027,0.054,89,515,0,0,False,False,17,Wednesday,93.5,1.6962,,,,,,,,,,,,False,[]
7480877310280138752,hammed-olayiwola-6027322b6,https://www.linkedin.com/posts/hammed-olayiwola-6027322b6_an-audit-backed-framework-for-fixing-fintech-activity-7480877310280138752-pIuQ,6,1,0,7,0.167,0.0,25,181,0,0,False,False,6,Thursday,69.33,0.449,0.0073,955,,,68.64,0.4278,,,,,,False,[]
7481410095097098240,menna-el-meniawy-398312141,https://www.linkedin.com/posts/activity-7481410095097098240-yltZ,0,0,0,0,,,42,284,2,0,False,False,18,Friday,12.33,-1.1381,0.0,873,,,24.58,-0.6102,,,,,,False,[]
7482215055082627073,,https://www.linkedin.com/posts/anjusmriti_hire-fintech-developers-in-india-a-cost-effective-activity-7482215055082627073-bbAu,0,0,0,0,,,57,394,4,0,False,False,23,Sunday,12.33,-1.1381,,,,,,,,,,,,False,[]
7481274409782157312,musa-mcarthur-1432311b2,https://www.linkedin.com/posts/musa-mcarthur-1432311b2_crossborderpayments-fintech-payments-activity-7481274409782157312-W7GA,19,0,0,19,0.0,0.0,159,963,4,4,False,False,9,Friday,86.17,1.1483,0.032,594,,,87.29,1.1532,,,,,,False,[]
7474829623445413888,stefani-muller,https://www.linkedin.com/posts/stefani-muller_chief-financial-officer-charlotte-nc-activity-7474829623445413888-IEnB,8,1,2,11,0.125,0.25,13,71,0,5,False,False,14,Monday,79.0,0.7584,0.001,11002,,,22.88,-0.6352,,,,,,False,[]
7480495398025859072,s-jacqueline,https://www.linkedin.com/posts/activity-7480495398025859072-J0gU,8,1,0,9,0.125,0.0,84,605,7,3,False,False,5,Wednesday,75.17,0.6193,0.0106,846,,,75.42,0.6074,,,,,,False,[]
7482084222091059200,don-nguyen-aa27aa344,https://www.linkedin.com/posts/don-nguyen-aa27aa344_the-50-hottest-fintech-startups-in-2026-activity-7482084222091059200-eMd-,2,0,0,2,0.0,0.0,161,1018,0,0,False,False,14,Sunday,44.83,-0.2996,0.0426,47,,,92.37,1.4767,,,,,,False,[]
7482444478155464704,suketu-trivedi,https://www.linkedin.com/posts/suketu-trivedi_finance-fpanda-ai-activity-7482444478155464704-DSaF,1,0,0,1,0.0,0.0,72,509,5,0,False,False,14,Monday,32.0,-0.6091,0.001,1012,,,36.44,-0.3256,,,,,,False,[]
7481835826579050496,zakariya-buhari-uiux-designer,https://www.linkedin.com/posts/zakariya-buhari-uiux-designer_productdesign-uiux-fintech-activity-7481835826579050496-fWak,173,17,1,191,0.098,0.006,151,992,14,0,True,False,22,Saturday,99.17,2.8745,0.0301,6335,,,85.59,1.0991,,,,,,False,[]
7482707928290988032,,https://www.linkedin.com/posts/maxcode_maxcode-ai-innovations-activity-7482707928290988032-TDMb,5,0,0,5,0.0,0.0,82,488,4,1,False,False,8,Tuesday,62.17,0.2294,,,,,,,,,,,,False,[]
7478124233873702912,jasmeet-singh-7ba64b2a8,https://www.linkedin.com/posts/jasmeet-singh-7ba64b2a8_algotrading-hiring-fintech-activity-7478124233873702912-rNER,7,1,2,10,0.143,0.286,166,1189,4,2,False,False,16,Wednesday,77.5,0.692,0.08,125,,,94.07,1.6511,,,,,,False,[]
7475116712669888513,varunr,https://www.linkedin.com/posts/varunr_cred-meta-whatsapp-activity-7475116712669888513-WxmX,68,8,2,78,0.118,0.029,170,1102,6,4,False,False,9,Tuesday,96.5,2.1968,0.0141,5544,,,77.12,0.7054,,,,,,False,[]
7482490554669334528,andrea-lydia-colon,https://www.linkedin.com/posts/andrea-lydia-colon_fintech-programmanagement-careertransition-activity-7482490554669334528-c1UP,1,0,0,1,0.0,0.0,111,779,5,2,False,False,17,Monday,32.0,-0.6091,0.0002,5513,,,9.32,-1.2095,,,,,,False,[]
7475080760652201984,tjittejoosten,https://www.linkedin.com/posts/tjittejoosten_66-of-companies-that-have-come-on-my-podcast-activity-7475080760652201984-NKpw,17,6,0,23,0.353,0.0,98,565,0,0,False,False,7,Tuesday,89.5,1.2875,0.0052,4438,,,55.08,0.1999,,,,,,False,[]
7482490030179979264,,https://www.linkedin.com/posts/finjobsly_top-fintech-companies-hiring-in-the-us-right-activity-7482490030179979264-CAKz,1,0,1,2,0.0,1.0,133,928,5,0,False,False,17,Monday,44.83,-0.2996,,,,,,,,,,,,False,[]
7482490643005657089,abed-lrahman-el-hindi-83a767264,https://www.linkedin.com/posts/abed-lrahman-el-hindi-83a767264_ai-finance-fintech-activity-7482490643005657089-E-7l,3,1,0,4,0.333,0.0,143,954,8,0,False,False,17,Monday,58.0,0.0903,0.0131,306,,,78.81,0.7752,,,,,,False,[]
7482452487816278017,michellepaddock,https://www.linkedin.com/posts/michellepaddock_fin-tech-gtm-enablement-financial-services-activity-7482452487816278017-m6Vo,1,0,0,1,0.0,0.0,65,460,2,0,False,False,15,Monday,32.0,-0.6091,0.0002,5360,,,11.02,-1.1948,,,,,,False,[]
7482732295624323072,,https://www.linkedin.com/posts/ifxpayments_the-reality-check-for-fintechs-stuart-westcott-activity-7482732295624323072-rizB,7,0,1,8,0.0,0.143,138,875,6,3,False,False,9,Tuesday,72.17,0.5389,,,,,,,,,,,,False,[]
7481015913346052096,,https://www.linkedin.com/posts/anjusmriti_how-fintech-firms-hire-ai-engineers-from-activity-7481015913346052096-qxqG,1,0,0,1,0.0,0.0,150,1121,10,0,False,False,16,Thursday,32.0,-0.6091,,,,,,,,,,,,False,[]
7480885998948790272,,https://www.linkedin.com/posts/velmie_front-end-backend-alignment-in-fintech-activity-7480885998948790272-6PEK,1,0,1,2,0.0,1.0,70,467,5,1,False,False,7,Thursday,44.83,-0.2996,,,,,,,,,,,,False,[]
7473740137500192768,timbanting,https://www.linkedin.com/posts/timbanting_ucaas-cx-digitalworkplace-activity-7473740137500192768-yqBc,4,1,0,5,0.25,0.0,77,513,6,0,False,False,14,Friday,62.17,0.2294,0.0015,3272,,,33.05,-0.3643,,,,,,False,[]
7481966049819721728,,https://www.linkedin.com/posts/signalpoints-intelligence_financialtechnology-financialtechnology-financialtechnology-activity-7481966049819721728-kRYv,0,0,0,0,,,38,456,13,0,False,False,7,Sunday,12.33,-1.1381,,,,,,,,,,,,False,[]
7482448805821399040,,https://www.linkedin.com/posts/finaira_governance-first-operationalizing-multi-agent-activity-7482448805821399040-KbSL,13,0,3,16,0.0,0.231,94,695,7,1,False,False,15,Monday,84.17,1.0243,,,,,,,,,,,,False,[]
7475132179883163648,,https://www.linkedin.com/posts/the-irish-times_salesforce-hopes-fin-deal-can-paper-over-activity-7475132179883163648-4zG1,79,1,1,81,0.013,0.013,46,259,0,0,False,False,10,Tuesday,96.83,2.2252,,,,,,,,,,,,False,[]
7482537504794071043,preciousgraphics,https://www.linkedin.com/posts/preciousgraphics_techmindsverse-fintech-financialtechnology-activity-7482537504794071043-XZcU,0,0,0,0,,,6,28,0,2,False,False,20,Monday,12.33,-1.1381,0.0,55,,,80.51,0.8232,,,,,,False,[]
7480683826634129409,abdul-kabia-29ab37270,https://www.linkedin.com/posts/abdul-kabia-29ab37270_the-digital-age-of-finance-the-fusion-of-activity-7480683826634129409-nGCX,2,0,0,2,0.0,0.0,109,785,0,0,True,False,18,Wednesday,44.83,-0.2996,0.0016,1249,,,43.22,-0.2237,,,,,,False,[]
7481239712821772288,doris-nk-899a76351,https://www.linkedin.com/posts/doris-nk-899a76351_fintech-is-no-longer-just-a-trend-its-transforming-activity-7481239712821772288-IAcH,1,0,0,1,0.0,0.0,149,1012,0,2,False,False,6,Friday,32.0,-0.6091,0.0027,374,,,53.39,0.1928,,,,,,False,[]
7481055869296795648,melissa-english777,https://www.linkedin.com/posts/melissa-english777_the-fintech-funding-market-is-becoming-more-activity-7481055869296795648-MZiS,1,0,0,1,0.0,0.0,39,285,0,0,False,False,18,Thursday,32.0,-0.6091,0.0002,4305,,,12.71,-1.0805,,,,,,False,[]
7482698002168647681,,https://www.linkedin.com/posts/ez-banking-id_fintech-baas-regtech-activity-7482698002168647681-NVAn,1,0,0,1,0.0,0.0,81,595,5,0,False,False,7,Tuesday,32.0,-0.6091,,,,,,,,,,,,False,[]
7481330539853983744,,https://www.linkedin.com/posts/hedgehog-lab_fintech-ai-financialservices-activity-7481330539853983744-hHXh,7,1,5,13,0.143,0.714,120,774,6,1,False,False,12,Friday,81.17,0.8761,,,,,,,,,,,,False,[]
7480715215664287744,michael-morais-275834b,https://www.linkedin.com/posts/michael-morais-275834b_fintech-futurefintechleaders-workforcedevelopment-activity-7480715215664287744--3qw,6,0,0,6,0.0,0.0,15,89,0,4,False,False,20,Wednesday,66.5,0.3471,0.0025,2369,,,46.61,-0.1155,,,,,,False,[]
7480598031864664065,,https://www.linkedin.com/posts/aiofnashik_fintech-stocks-in-focus-as-ai-and-digital-activity-7480598031864664065-mmrP,0,0,0,0,,,81,611,0,0,False,False,12,Wednesday,12.33,-1.1381,,,,,,,,,,,,False,[]
7482436343432675328,stephen-williams-27bb5423,https://www.linkedin.com/posts/stephen-williams-27bb5423_fintech-magazine-july-2026-activity-7482436343432675328-RUgJ,3,0,0,3,0.0,0.0,40,249,0,0,False,False,14,Monday,53.5,-0.08,0.0032,931,,,50.0,0.0795,,,,,,False,[]
7480974911159660546,siya-arora-72a511214,https://www.linkedin.com/posts/siya-arora-72a511214_fintech-marketdata-enterprise-activity-7480974911159660546-3FFk,1,0,0,1,0.0,0.0,141,997,11,7,False,False,13,Thursday,32.0,-0.6091,0.0035,283,,,63.56,0.3378,,,,,,False,[]
